STARNDARD	z
3488	3.947783251
3489	3.945759369
3490	3.941929134
3491	3.947885939
3492	3.949753695
3493	3.951676529
3494	3.952662722
3495	3.958498024
3496	3.961462451
3497	3.957551826
3498	3.95952616
3499	3.962338949
3500	3.958456973
3501	3.962413452
3502	3.958538993
3503	3.967326733
3504	3.958498024
3505	3.958579882
3506	3.958538993
3507	3.957593688
3508	3.957677165
3509	3.95862069
3510	3.955665025
3511	3.960591133
3512	3.966403162
3513	3.965517241
3514	3.958742633
3515	3.96453202
3516	3.962524655
3517	3.966502463
3518	3.967519685
3519	3.961689587
3520	3.951771654
3521	3.950738916
3522	3.956521739
3523	3.945705824
3524	3.947680158
3525	3.956435644
3526	3.955489614
3527	3.952428147
3528	3.954410307
3529	3.958333333
3530	3.956392468
3531	3.957383548
3532	3.952522255
3533	3.955489614
3534	3.951628825
3535	3.950592885
3536	3.95049505
3537	3.947524752
3538	3.949454906
3539	3.941757157
3540	3.942744324
3541	3.943675889
3542	3.948514851
3543	3.956392468
3544	3.953603159
3545	3.951676529
3546	3.957467854
3547	3.956521739
3548	3.957509881
3549	3.950544016
3550	3.949604743
3551	3.95526839
3552	3.955357143
3553	3.956305859
3554	3.95526839
3555	3.958167331
3556	3.95920398
3557	3.954545455
3558	3.956349206
3559	3.95049505
3560	3.950544016
3561	3.956305859
3562	3.961271102
3563	3.958250497
3564	3.956349206
3565	3.957425743
3566	3.954455446
3567	3.951437066
3568	3.953233831
3569	3.948207171
3570	3.942288557
3571	3.942288557
3572	3.94217348
3573	3.94041708
3574	3.936570862
3575	3.947316103
3576	3.950298211
3577	3.947420635
3578	3.96111665
3579	3.960238569
3580	3.952333664
3581	3.950396825
3582	3.943452381
3583	3.949454906
3584	3.950396825
3585	3.942574257
3586	3.945598417
3587	3.942631058
3588	3.936945813
3589	3.933925049
3590	3.936758893
3591	3.943508424
3592	3.939424032
3593	3.939363817
3594	3.94041708
3595	3.9375
3596	3.929841897
3597	3.934653465
3598	3.93867458
3599	3.935707221
3600	3.939484127
3601	3.936444886
3602	3.936444886
3603	3.933200399
3604	3.93006993
3605	3.934328358
3606	3.940239044
3607	3.949152542
3608	3.948103792
3609	3.946215139
3610	3.947158524
3611	3.941117764
3612	3.938369781
3613	3.933531746
3614	3.941176471
3615	3.934262948
3616	3.939121756
3617	3.933266932
3618	3.93220339
3619	3.935258964
3620	3.93625498
3621	3.924528302
3622	3.928358209
3623	3.931206381
3624	3.934458788
3625	3.936507937
3626	3.93452381
3627	3.935387674
3628	3.949152542
3629	3.939424032
3630	3.933728981
3631	3.9375
3632	3.940535183
3633	3.946375372
3634	3.956262425
3635	3.956262425
3636	3.947524752
3637	3.951340616
3638	3.944554455
3639	3.955179283
3640	3.954183267
3641	3.95526839
3642	3.95920398
3643	3.960199005
3644	3.952333664
3645	3.958208955
3646	3.954365079
3647	3.948258706
3648	3.95114656
3649	3.950199203
3650	3.952143569
3651	3.942574257
3652	3.952095808
3653	3.9500998
3654	3.953907816
3655	3.945164506
3656	3.950248756
3657	3.954319762
3658	3.959081836
3659	3.958041958
3660	3.955223881
3661	3.950248756
3662	3.953280318
3663	3.949304175
3664	3.94836147
3665	3.954274354
3666	3.958291956
3667	3.957298908
3668	3.953233831
3669	3.946322068
3670	3.951292247
3671	3.945436508
3672	3.956043956
3673	3.955134596
3674	3.952286282
3675	3.951388889
3676	3.948514851
3677	3.958250497
3678	3.957256461
3679	3.951533136
3680	3.954410307
3681	3.956305859
3682	3.952286282
3683	3.945598417
3684	3.946322068
3685	3.95508982
3686	3.955134596
3687	3.952333664
3688	3.947524752
3689	3.948514851
3690	3.951485149
3691	3.944773176
3692	3.944664032
3693	3.949704142
3694	3.949604743
3695	3.955577493
3696	3.956521739
3697	3.952615992
3698	3.953648915
3699	3.95270936
3700	3.954635108
3701	3.953603159
3702	3.957551826
3703	3.960513327
3704	3.961538462
3705	3.958538993
3706	3.956607495
3707	3.948869223
3708	3.942857143
3709	3.946692991
3710	3.945759369
3711	3.944609298
3712	3.948565776
3713	3.957256461
3714	3.949604743
3715	3.953511375
3716	3.954590326
3717	3.958415842
3718	3.957425743
3719	3.960435213
3720	3.951533136
3721	3.953465347
3722	3.947628458
3723	3.95049505
3724	3.947524752
3725	3.949454906
3726	3.95256917
3727	3.95256917
3728	3.962338949
3729	3.957425743
3730	3.962376238
3731	3.960474308
3732	3.959486166
3733	3.959446093
3734	3.957509881
3735	3.957509881
3736	3.95952616
3737	3.959486166
3738	3.960435213
3739	3.964285714
3740	3.957425743
3741	3.957383548
3742	3.96039604
3743	3.966269841
3744	3.956521739
3745	3.96039604
3746	3.96039604
3747	3.957551826
3748	3.956521739
3749	3.954545455
3750	3.961462451
3751	3.959566075
3752	3.960552268
3753	3.961538462
3754	3.961500494
3755	3.961500494
3756	3.961500494
3757	3.960591133
3758	3.96735905
3759	3.971287129
3760	3.965483235
3761	3.967391304
3762	3.969367589
3763	3.968379447
3764	3.966336634
3765	3.96531219
3766	3.957551826
3767	3.956650246
3768	3.951771654
3769	3.950835792
3770	3.947937132
3771	3.948768473
3772	3.945919371
3773	3.951771654
3774	3.955665025
3775	3.95280236
3776	3.951866405
3777	3.951819076
3778	3.95270936
3779	3.956650246
3780	3.957551826
3781	3.957635468
3782	3.952848723
3783	3.957677165
3784	3.955708661
3785	3.959645669
3786	3.96248766
3787	3.959605911
3788	3.958702065
3789	3.959685349
3790	3.952848723
3791	3.949901768
3792	3.950835792
3793	3.947885939
3794	3.937069813
3795	3.935897436
3796	3.944444444
3797	3.94076999
3798	3.939782823
3799	3.942631058
3800	3.943786982
3801	3.949554896
3802	3.945598417
3803	3.94076999
3804	3.948565776
3805	3.951485149
3806	3.942744324
3807	3.943620178
3808	3.944499504
3809	3.93011811
3810	3.937869822
3811	3.946587537
3812	3.93867458
3813	3.92504931
3814	3.935515873
3815	3.936570862
3816	3.930693069
3817	3.930966469
3818	3.930049261
3819	3.926949654
3820	3.927865613
3821	3.927794263
3822	3.927794263
3823	3.924063116
3824	3.934718101
3825	3.929064039
3826	3.92687747
3827	3.929841897
3828	3.936570862
3829	3.93452381
3830	3.928853755
3831	3.931683168
3832	3.92864222
3833	3.922695738
3834	3.922848665
3835	3.933531746
3836	3.921782178
3837	3.929563492
3838	3.923762376
3839	3.923076923
3840	3.924063116
3841	3.933663366
3842	3.934911243
3843	3.928923988
3844	3.93503937
3845	3.934911243
3846	3.935707221
3847	3.936945813
3848	3.935960591
3849	3.93780849
3850	3.943731491
3851	3.939782823
3852	3.941814596
3853	3.937931034
3854	3.935897436
3855	3.93669634
3856	3.93960396
3857	3.941757157
3858	3.953511375
3859	3.955533597
3860	3.954590326
3861	3.949753695
3862	3.946902655
3863	3.951581028
3864	3.951628825
3865	3.957467854
3866	3.954545455
3867	3.957509881
3868	3.962338949
3869	3.958374628
3870	3.952662722
3871	3.950690335
3872	3.944773176
3873	3.952522255
3874	3.953511375
3875	3.950592885
3876	3.951533136
3877	3.95049505
3878	3.944664032
3879	3.943731491
3880	3.945759369
3881	3.94980315
3882	3.948717949
3883	3.947680158
3884	3.952615992
3885	3.955489614
3886	3.950641658
3887	3.948717949
3888	3.947783251
3889	3.950690335
3890	3.951628825
3891	3.954545455
3892	3.947731755
3893	3.948616601
3894	3.942800789
3895	3.938053097
3896	3.946692991
3897	3.951628825
3898	3.954545455
3899	3.952755906
3900	3.956607495
3901	3.95862069
3902	3.962450593
3903	3.960474308
3904	3.957635468
3905	3.95270936
3906	3.955665025
3907	3.957635468
3908	3.95862069
3909	3.95270936
3910	3.950835792
3911	3.953831041
3912	3.955665025
3913	3.960591133
3914	3.960552268
3915	3.959605911
3916	3.958538993
3917	3.957635468
3918	3.956607495
3919	3.958456973
3920	3.958415842
3921	3.954545455
3922	3.957383548
3923	3.951533136
3924	3.954500495
3925	3.956478734
3926	3.954500495
3927	3.94950495
3928	3.953557312
3929	3.944827586
3930	3.945919371
3931	3.943842365
3932	3.944773176
3933	3.947680158
3934	3.937007874
3935	3.9408867
3936	3.937869822
3937	3.942687747
3938	3.948514851
3939	3.952428147
3940	3.960356789
3941	3.960435213
3942	3.955445545
3943	3.945652174
3944	3.95049505
3945	3.955445545
3946	3.957425743
3947	3.959405941
3948	3.96039604
3949	3.961347869
3950	3.959405941
3951	3.958456973
3952	3.959405941
3953	3.962301587
3954	3.969154229
3955	3.971201589
3956	3.968316832
3957	3.965380811
3958	3.966369931
3959	3.96248766
3960	3.967261905
3961	3.965346535
3962	3.96333003
3963	3.962450593
3964	3.964391691
3965	3.974231913
3966	3.975222993
3967	3.973267327
3968	3.967455621
3969	3.973293769
3970	3.974282888
3971	3.975272008
3972	3.975247525
3973	3.972332016
3974	3.972304649
3975	3.974282888
3976	3.968379447
3977	3.966369931
3978	3.966369931
3979	3.964461994
3980	3.97029703
3981	3.973267327
3982	3.971287129
3983	3.966436328
3984	3.965483235
3985	3.969397828
3986	3.975272008
3987	3.972359329
3988	3.973320158
3989	3.968441815
3990	3.964566929
3991	3.966502463
3992	3.96460177
3993	3.961651917
3994	3.96460177
3995	3.966535433
3996	3.964566929
3997	3.963510848
3998	3.964497041
3999	3.972304649
4000	3.971343874
4001	3.970384995
4002	3.969367589
4003	3.968379447
4004	3.969306931
4005	3.968379447
4006	3.967326733
4007	3.959566075
4008	3.959605911
4009	3.968316832
4010	3.963402572
4011	3.966369931
4012	3.962450593
4013	3.960474308
4014	3.962450593
4015	3.958498024
4016	3.955533597
4017	3.96031746
4018	3.960356789
4019	3.963293651
4020	3.959446093
4021	3.959405941
4022	3.954545455
4023	3.95270936
4024	3.959446093
4025	3.958415842
4026	3.955533597
4027	3.955533597
4028	3.96432111
4029	3.970178926
4030	3.970267592
4031	3.974206349
4032	3.974206349
4033	3.965380811
4034	3.965277778
4035	3.962376238
4036	3.963438735
4037	3.969215492
4038	3.966336634
4039	3.966303271
4040	3.962413452
4041	3.966369931
4042	3.97029703
4043	3.968285431
4044	3.97020854
4045	3.972166998
4046	3.976143141
4047	3.975222993
4048	3.972277228
4049	3.968379447
4050	3.974231913
4051	3.971258672
4052	3.971315529
4053	3.971315529
4054	3.974231913
4055	3.976190476
4056	3.974206349
4057	3.972277228
4058	3.975247525
4059	3.973320158
4060	3.9743083
4061	3.968410661
4062	3.96834817
4063	3.96735905
4064	3.972304649
4065	3.973267327
4066	3.969246032
4067	3.965243297
4068	3.96333003
4069	3.96333003
4070	3.962301587
4071	3.9632572
4072	3.969246032
4073	3.969276511
4074	3.969306931
4075	3.966336634
4076	3.96248766
4077	3.966336634
4078	3.961462451
4079	3.966336634
4080	3.970326409
4081	3.964426877
4082	3.964391691
4083	3.959446093
4084	3.958498024
4085	3.963293651
4086	3.969306931
4087	3.96933729
4088	3.970326409
4089	3.967326733
4090	3.962524655
4091	3.963474827
4092	3.963510848
4093	3.959566075
4094	3.958579882
4095	3.960435213
4096	3.961500494
4097	3.957593688
4098	3.961386139
4099	3.966303271
4100	3.962338949
4101	3.96541502
4102	3.957635468
4103	3.956607495
4104	3.956735497
4105	3.955752212
4106	3.960629921
4107	3.95481336
4108	3.959645669
4109	3.961614173
4110	3.963618486
4111	3.96453202
4112	3.964497041
4113	3.968472906
4114	3.968503937
4115	3.96453202
4116	3.962598425
4117	3.967455621
4118	3.964566929
4119	3.963546798
4120	3.966469428
4121	3.968441815
4122	3.969428008
4123	3.971428571
4124	3.969488189
4125	3.966601179
4126	3.967519685
4127	3.969518191
4128	3.97044335
4129	3.97044335
4130	3.976307996
4131	3.973346496
4132	3.971400394
4133	3.973399015
4134	3.972413793
4135	3.973399015
4136	3.972386588
4137	3.975320829
4138	3.97828233
4139	3.970501475
4140	3.970501475
4141	3.969518191
4142	3.973399015
4143	3.974384236
4144	3.975369458
4145	3.968441815
4146	3.965517241
4147	3.968503937
4148	3.965517241
4149	3.960629921
4150	3.956650246
4151	3.955665025
4152	3.959605911
4153	3.955752212
4154	3.960668633
4155	3.963546798
4156	3.962598425
4157	3.958702065
4158	3.963546798
4159	3.961576355
4160	3.958661417
4161	3.960474308
4162	3.961500494
4163	3.961462451
4164	3.962413452
4165	3.966336634
4166	3.964391691
4167	3.964426877
4168	3.968379447
4169	3.969397828
4170	3.972332016
4171	3.975296443
4172	3.975296443
4173	3.971400394
4174	3.965551181
4175	3.974282888
4176	3.973320158
4177	3.974257426
4178	3.974282888
4179	3.973293769
4180	3.976237624
4181	3.976237624
4182	3.973293769
4183	3.974282888
4184	3.970355731
4185	3.973293769
4186	3.970355731
4187	3.968379447
4188	3.966403162
4189	3.968285431
4190	3.972277228
4191	3.973214286
4192	3.974206349
4193	3.975173784
4194	3.969246032
4195	3.966202783
4196	3.958415842
4197	3.959405941
4198	3.964250248
4199	3.960356789
4200	3.96039604
4201	3.960356789
4202	3.956435644
4203	3.959325397
4204	3.960278054
4205	3.958333333
4206	3.959325397
4207	3.958374628
4208	3.957467854
4209	3.944827586
4210	3.953557312
4211	3.954455446
4212	3.956478734
4213	3.964285714
4214	3.968253968
4215	3.960552268
4216	3.965380811
4217	3.966469428
4218	3.965449161
4219	3.960591133
4220	3.96541502
4221	3.95952616
4222	3.962413452
4223	3.955577493
4224	3.958538993
4225	3.969306931
4226	3.96735905
4227	3.970267592
4228	3.965380811
4229	3.967326733
4230	3.961309524
4231	3.962301587
4232	3.954455446
4233	3.949604743
4234	3.952333664
4235	3.952475248
4236	3.959325397
4237	3.958374628
4238	3.959285005
4239	3.957298908
4240	3.949604743
4241	3.953419227
4242	3.955401388
4243	3.953419227
4244	3.955445545
4245	3.963366337
4246	3.959486166
4247	3.96333003
4248	3.965277778
4249	3.962301587
4250	3.959285005
4251	3.946587537
4252	3.945652174
4253	3.954500495
4254	3.953648915
4255	3.957593688
4256	3.958538993
4257	3.954635108
4258	3.953557312
4259	3.959486166
4260	3.954590326
4261	3.953603159
4262	3.953740157
4263	3.958498024
4264	3.958498024
4265	3.966369931
4266	3.967391304
4267	3.96933729
4268	3.964497041
4269	3.969367589
4270	3.964497041
4271	3.961538462
4272	3.967391304
4273	3.967391304
4274	3.964426877
4275	3.966369931
4276	3.959645669
4277	3.96541502
4278	3.96834817
4279	3.967455621
4280	3.966369931
4281	3.966336634
4282	3.970267592
4283	3.966369931
4284	3.96933729
4285	3.964461994
4286	3.961424332
4287	3.960356789
4288	3.958498024
4289	3.961424332
4290	3.962376238
4291	3.958456973
4292	3.954590326
4293	3.951724138
4294	3.948869223
4295	3.948818898
4296	3.952662722
4297	3.955577493
4298	3.953740157
4299	3.953785644
4300	3.951771654
4301	3.945044161
4302	3.950787402
4303	3.951771654
4304	3.947783251
4305	3.945866142
4306	3.94679803
4307	3.943952802
4308	3.94980315
4309	3.946902655
4310	3.949704142
4311	3.945866142
4312	3.947885939
4313	3.94980315
4314	3.945866142
4315	3.945598417
4316	3.945759369
4317	3.952475248
4318	3.950396825
4319	3.940711462
4320	3.949404762
4321	3.946534653
4322	3.941757157
4323	3.945812808
4324	3.948768473
4325	3.947783251
4326	3.953648915
4327	3.955665025
4328	3.955665025
4329	3.953648915
4330	3.949753695
4331	3.946902655
4332	3.951676529
4333	3.952662722
4334	3.958538993
4335	3.961462451
4336	3.963474827
4337	3.965449161
4338	3.959645669
4339	3.958661417
4340	3.961538462
4341	3.957677165
4342	3.960591133
4343	3.961651917
4344	3.962598425
4345	3.963582677
4346	3.964566929
4347	3.964566929
4348	3.966535433
4349	3.967455621
4350	3.963582677
4351	3.966469428
4352	3.969367589
4353	3.969367589
4354	3.969397828
4355	3.969397828
4356	3.967487685
4357	3.963582677
4358	3.965483235
4359	3.965449161
4360	3.967455621
4361	3.968441815
4362	3.971428571
4363	3.970472441
4364	3.974384236
4365	3.975369458
4366	3.974409449
4367	3.972413793
4368	3.969458128
4369	3.967519685
4370	3.968503937
4371	3.971428571
4372	3.973399015
4373	3.974384236
4374	3.968503937
4375	3.966502463
4376	3.96453202
4377	3.963546798
4378	3.960552268
4379	3.958702065
4380	3.954679803
4381	3.961424332
4382	3.961500494
4383	3.958498024
4384	3.963293651
4385	3.955445545
4386	3.957425743
4387	3.956392468
4388	3.956478734
4389	3.953511375
4390	3.953511375
4391	3.959325397
4392	3.960356789
4393	3.961271102
4394	3.958333333
4395	3.954319762
4396	3.95526839
4397	3.945436508
4398	3.942631058
4399	3.943564356
4400	3.953326713
4401	3.945382324
4402	3.952286282
4403	3.951340616
4404	3.95114656
4405	3.952380952
4406	3.946428571
4407	3.950445986
4408	3.94950495
4409	3.954365079
4410	3.954319762
4411	3.947524752
4412	3.941814596
4413	3.945812808
4414	3.935103245
4415	3.948616601
4416	3.947834646
4417	3.951581028
4418	3.948667325
4419	3.951437066
4420	3.943564356
4421	3.943508424
4422	3.948565776
4423	3.94950495
4424	3.954455446
4425	3.949604743
4426	3.949354518
4427	3.941526264
4428	3.933597621
4429	3.941468254
4430	3.939424032
4431	3.938369781
4432	3.932606541
4433	3.938492063
4434	3.936507937
4435	3.941584158
4436	3.948514851
4437	3.945598417
4438	3.947420635
4439	3.944333996
4440	3.945382324
4441	3.945490585
4442	3.950298211
4443	3.949354518
4444	3.950445986
4445	3.944554455
4446	3.944664032
4447	3.956218905
4448	3.956305859
4449	3.941584158
4450	3.953280318
4451	3.953419227
4452	3.957383548
4453	3.964250248
4454	3.968159204
4455	3.959446093
4456	3.955489614
4457	3.959405941
4458	3.952662722
4459	3.954590326
4460	3.956607495
4461	3.961386139
4462	3.961462451
4463	3.959405941
4464	3.960474308
4465	3.958538993
4466	3.961424332
4467	3.957509881
4468	3.95256917
4469	3.951581028
4470	3.954500495
4471	3.958415842
4472	3.961424332
4473	3.958456973
4474	3.948667325
4475	3.951485149
4476	3.956262425
4477	3.95526839
4478	3.956305859
4479	3.96222664
4480	3.95734127
4481	3.959325397
4482	3.955357143
4483	3.954410307
4484	3.954365079
4485	3.955445545
4486	3.951533136
4487	3.9632572
4488	3.963366337
4489	3.962413452
4490	3.960474308
4491	3.959446093
4492	3.949604743
4493	3.951533136
4494	3.956392468
4495	3.955445545
4496	3.956435644
4497	3.961386139
4498	3.949704142
4499	3.950690335
4500	3.954590326
4501	3.96039604
4502	3.95270936
4503	3.959486166
4504	3.957593688
4505	3.960552268
4506	3.954590326
4507	3.953511375
4508	3.959405941
4509	3.953648915
4510	3.944062807
4511	3.948818898
4512	3.950690335
4513	3.951724138
4514	3.95270936
4515	3.957551826
4516	3.960552268
4517	3.958579882
4518	3.954590326
4519	3.949753695
4520	3.953603159
4521	3.956521739
4522	3.960435213
4523	3.960356789
4524	3.963293651
4525	3.962338949
4526	3.956478734
4527	3.956521739
4528	3.961424332
4529	3.96039604
4530	3.963402572
4531	3.962450593
4532	3.963402572
4533	3.964391691
4534	3.962376238
4535	3.961309524
4536	3.957383548
4537	3.955357143
4538	3.953465347
4539	3.947628458
4540	3.93972332
4541	3.944609298
4542	3.946534653
4543	3.954228856
4544	3.951388889
4545	3.94836147
4546	3.947368421
4547	3.952380952
4548	3.953511375
4549	3.955533597
4550	3.954545455
4551	3.957467854
4552	3.957425743
4553	3.952615992
4554	3.95256917
4555	3.942857143
4556	3.943786982
4557	3.9408867
4558	3.937869822
4559	3.948616601
4560	3.943731491
4561	3.947680158
4562	3.948717949
4563	3.943731491
4564	3.945652174
4565	3.946692991
4566	3.950544016
4567	3.956478734
4568	3.954590326
4569	3.949704142
4570	3.952522255
4571	3.949604743
4572	3.936758893
4573	3.941176471
4574	3.936444886
4575	3.93638171
4576	3.937437934
4577	3.93960396
4578	3.949354518
4579	3.943620178
4580	3.942631058
4581	3.943564356
4582	3.937747036
4583	3.938795656
4584	3.938369781
4585	3.935579782
4586	3.932739862
4587	3.941526264
4588	3.942687747
4589	3.944664032
4590	3.944718657
4591	3.93972332
4592	3.938735178
4593	3.932739862
4594	3.937623762
4595	3.942744324
4596	3.947731755
4597	3.944718657
4598	3.951485149
4599	3.950641658
4600	3.944827586
4601	3.946692991
4602	3.943731491
4603	3.947680158
4604	3.945705824
4605	3.942687747
4606	3.952522255
4607	3.941871921
4608	3.945866142
4609	3.947783251
4610	3.949704142
4611	3.949753695
4612	3.949753695
4613	3.950592885
4614	3.950592885
4615	3.94679803
4616	3.955489614
4617	3.947783251
4618	3.948717949
4619	3.950690335
4620	3.952615992
4621	3.958415842
4622	3.960474308
4623	3.96531219
4624	3.96248766
4625	3.95270936
4626	3.950690335
4627	3.957509881
4628	3.964285714
4629	3.958538993
4630	3.962301587
4631	3.965346535
4632	3.959486166
4633	3.956607495
4634	3.95952616
4635	3.957551826
4636	3.961500494
4637	3.963366337
4638	3.96432111
4639	3.961424332
4640	3.960474308
4641	3.963438735
4642	3.966369931
4643	3.972304649
4644	3.969306931
4645	3.964356436
4646	3.961500494
4647	3.962561576
4648	3.963582677
4649	3.956735497
4650	3.967455621
4651	3.968410661
4652	3.965483235
4653	3.967423495
4654	3.966469428
4655	3.963510848
4656	3.96453202
4657	3.962598425
4658	3.96453202
4659	3.961614173
4660	3.960629921
4661	3.96460177
4662	3.965551181
4663	3.968441815
4664	3.97044335
4665	3.97044335
4666	3.968503937
4667	3.967583497
4668	3.970501475
4669	3.972468043
4670	3.972468043
4671	3.970501475
4672	3.974409449
4673	3.974384236
4674	3.969488189
4675	3.97044335
4676	3.969488189
4677	3.974358974
4678	3.969518191
4679	3.972386588
4680	3.970414201
4681	3.968472906
4682	3.965551181
4683	3.969428008
4684	3.96248766
4685	3.962450593
4686	3.960435213
4687	3.960513327
4688	3.961614173
4689	3.954724409
4690	3.958579882
4691	3.960513327
4692	3.966436328
4693	3.964497041
4694	3.967487685
4695	3.969397828
4696	3.966403162
4697	3.969367589
4698	3.966436328
4699	3.969428008
4700	3.969397828
4701	3.967391304
4702	3.96834817
4703	3.969367589
4704	3.972304649
4705	3.970384995
4706	3.973320158
4707	3.973372781
4708	3.973372781
4709	3.972359329
4710	3.969428008
4711	3.971400394
4712	3.973293769
4713	3.972359329
4714	3.970326409
4715	3.971372162
4716	3.966469428
4717	3.968410661
4718	3.966502463
4719	3.968441815
4720	3.968441815
4721	3.966469428
4722	3.97044335
4723	3.972359329
4724	3.966469428
4725	3.964497041
4726	3.966469428
4727	3.962561576
4728	3.965483235
4729	3.969397828
4730	3.965517241
4731	3.964566929
4732	3.965483235
4733	3.964636542
4734	3.966568338
4735	3.965551181
4736	3.968503937
4737	3.965585054
4738	3.962671906
4739	3.965551181
4740	3.966568338
4741	3.966535433
4742	3.969488189
4743	3.967551622
4744	3.963618486
4745	3.966535433
4746	3.962708538
4747	3.962671906
4748	3.961689587
4749	3.965585054
4750	3.963654224
4751	3.968503937
4752	3.971428571
4753	3.968472906
4754	3.965585054
4755	3.965551181
4756	3.968472906
4757	3.967519685
4758	3.967551622
4759	3.962598425
4760	3.962561576
4761	3.958661417
4762	3.958661417
4763	3.960552268
4764	3.953740157
4765	3.956692913
4766	3.961538462
4767	3.959605911
4768	3.962561576
4769	3.962524655
4770	3.959685349
4771	3.954768928
4772	3.955708661
4773	3.955795678
4774	3.950884086
4775	3.95270936
4776	3.958579882
4777	3.954724409
4778	3.949852507
4779	3.949901768
4780	3.95280236
4781	3.960513327
4782	3.959566075
4783	3.95862069
4784	3.956735497
4785	3.958702065
4786	3.960591133
4787	3.963546798
4788	3.962450593
4789	3.966403162
4790	3.968441815
4791	3.96453202
4792	3.957677165
4793	3.95862069
4794	3.962561576
4795	3.963474827
4796	3.958538993
4797	3.961462451
4798	3.961462451
4799	3.960435213
4800	3.960513327
4801	3.964426877
4802	3.963474827
4803	3.963474827
4804	3.962450593
4805	3.958538993
4806	3.962524655
4807	3.960629921
4808	3.962561576
4809	3.963582677
4810	3.967487685
4811	3.967455621
4812	3.967487685
4813	3.964566929
4814	3.965483235
4815	3.960591133
4816	3.957593688
4817	3.96541502
4818	3.968410661
4819	3.970414201
4820	3.966436328
4821	3.968410661
4822	3.969367589
4823	3.971258672
4824	3.969367589
4825	3.969367589
4826	3.972332016
4827	3.966436328
4828	3.962561576
4829	3.960552268
4830	3.962524655
4831	3.961538462
4832	3.960552268
4833	3.961424332
4834	3.960591133
4835	3.95862069
4836	3.955665025
4837	3.959486166
4838	3.961386139
4839	3.954545455
4840	3.954590326
4841	3.953603159
4842	3.950738916
4843	3.952662722
4844	3.952662722
4845	3.953557312
4846	3.954545455
4847	3.94980315
4848	3.950641658
4849	3.943842365
4850	3.936086529
4851	3.937747036
4852	3.93867458
4853	3.939663699
4854	3.941526264
4855	3.94076999
4856	3.948412698
4857	3.941410129
4858	3.942288557
4859	3.947368421
4860	3.944718657
4861	3.948514851
4862	3.950445986
4863	3.945490585
4864	3.945436508
4865	3.952238806
4866	3.951292247
4867	3.954365079
4868	3.952522255
4869	3.952522255
4870	3.943897638
4871	3.954500495
4872	3.959446093
4873	3.957551826
4874	3.955401388
4875	3.954410307
4876	3.946850394
4877	3.950738916
4878	3.949753695
4879	3.950738916
4880	3.960474308
4881	3.956607495
4882	3.957593688
4883	3.961462451
4884	3.961462451
4885	3.957635468
4886	3.96248766
4887	3.960591133
4888	3.958579882
4889	3.955621302
4890	3.956521739
4891	3.962413452
4892	3.956607495
4893	3.956607495
4894	3.960591133
4895	3.957509881
4896	3.955533597
4897	3.949604743
4898	3.942744324
4899	3.942857143
4900	3.938113949
4901	3.933136676
4902	3.937069813
4903	3.940019666
4904	3.942913386
4905	3.940944882
4906	3.941118744
4907	3.94302554
4908	3.947006869
4909	3.949901768
4910	3.944990177
4911	3.938174681
4912	3.947783251
4913	3.951676529
4914	3.952662722
4915	3.954679803
4916	3.946902655
4917	3.945866142
4918	3.949654492
4919	3.952615992
4920	3.956521739
4921	3.953603159
4922	3.958415842
4923	3.953603159
4924	3.948768473
4925	3.954679803
4926	3.956650246
4927	3.952755906
4928	3.957593688
4929	3.962450593
4930	3.955752212
4931	3.957718781
4932	3.952848723
4933	3.954679803
4934	3.95280236
4935	3.947937132
4936	3.949852507
4937	3.948869223
4938	3.944007859
4939	3.942100098
4940	3.942969518
4941	3.934119961
4942	3.934249264
4943	3.938053097
4944	3.935103245
4945	3.936023622
4946	3.935166994
4947	3.939901478
4948	3.938174681
4949	3.942969518
4950	3.942043222
4951	3.945866142
4952	3.937316357
4953	3.942100098
4954	3.946850394
4955	3.948717949
4956	3.944936087
4957	3.944990177
4958	3.944990177
4959	3.949852507
4960	3.951771654
4961	3.943137255
4962	3.944062807
4963	3.945151812
4964	3.951866405
4965	3.951819076
4966	3.953831041
4967	3.955839058
4968	3.962635202
4969	3.963618486
4970	3.965551181
4971	3.959685349
4972	3.961614173
4973	3.959764475
4974	3.963654224
4975	3.962671906
4976	3.964566929
4977	3.969458128
4978	3.969488189
4979	3.965517241
4980	3.967487685
4981	3.967487685
4982	3.968472906
4983	3.969458128
4984	3.967519685
4985	3.967551622
4986	3.967551622
4987	3.966568338
4988	3.96460177
4989	3.964636542
4990	3.964636542
4991	3.965517241
4992	3.956735497
4993	3.957718781
4994	3.943137255
4995	3.944936087
4996	3.94488189
4997	3.947731755
4998	3.942857143
4999	3.947731755
5000	3.947885939
5001	3.955665025
5002	3.946954813
5003	3.946902655
5004	3.95270936
5005	3.954635108
5006	3.95952616
5007	3.957593688
5008	3.957635468
5009	3.959645669
5010	3.953785644
5011	3.954768928
5012	3.956777996
5013	3.95280236
5014	3.947988224
5015	3.945866142
5016	3.947834646
5017	3.948717949
5018	3.949852507
5019	3.950738916
5020	3.955621302
5021	3.953694581
5022	3.950690335
5023	3.950641658
5024	3.951676529
5025	3.953511375
5026	3.953694581
5027	3.955577493
5028	3.95256917
5029	3.955489614
5030	3.950592885
5031	3.943842365
5032	3.943620178
5033	3.949404762
5034	3.951485149
5035	3.946587537
5036	3.942687747
5037	3.946587537
5038	3.944664032
5039	3.948514851
5040	3.944664032
5041	3.942744324
