0	1	1
1	0.954154728	0.99904489
2	0.93887297	0.99808978
3	0.931232092	0.997135584
4	0.921680993	0.99617864
5	0.914040115	0.995223531
6	0.916905444	0.994269337
7	0.914040115	0.993316972
8	0.914040115	0.992365519
9	0.909264565	0.991417701
10	0.904489016	0.990470788
11	0.898758357	0.989522061
12	0.893982808	0.988574243
13	0.885386819	0.987628239
14	0.868194842	0.986686744
15	0.865329513	0.985752382
16	0.858643744	0.984820669
17	0.853868195	0.983889837
18	0.850047755	0.982961639
19	0.841451767	0.982031684
20	0.831900669	0.981106113
21	0.82139446	0.98018575
22	0.809933142	0.979266251
23	0.803247373	0.978350193
24	0.803247373	0.977434135
25	0.804202483	0.976520645
26	0.797516714	0.975602863
27	0.795606495	0.974684216
28	0.789875836	0.973767297
29	0.786055396	0.972849515
30	0.781279847	0.971929997
31	0.778414518	0.971007863
32	0.778414518	0.970087476
33	0.774594078	0.969167089
34	0.767908309	0.968245828
35	0.7669532	0.967327189
36	0.76408787	0.966412891
37	0.76217765	0.96550204
38	0.755491882	0.964593759
39	0.755491882	0.963685479
40	0.752626552	0.962778054
41	0.753581662	0.961868915
42	0.752626552	0.960958054
43	0.750716332	0.960047194
44	0.749761223	0.959137196
45	0.747851003	0.95823235
46	0.744985673	0.95733006
47	0.743075454	0.956426065
48	0.740210124	0.955524627
49	0.736389685	0.954618057
50	0.736389685	0.953712347
51	0.734479465	0.952807497
52	0.729703916	0.951909469
53	0.727793696	0.951010593
54	0.727793696	0.950109161
55	0.727793696	0.94920773
56	0.725883477	0.948305441
57	0.716332378	0.94740572
58	0.711556829	0.946509405
59	0.70296084	0.945613937
60	0.697230181	0.94471762
61	0.695319962	0.943825536
62	0.692454632	0.942931761
63	0.686723973	0.942039678
64	0.686723973	0.941150123
65	0.684813754	0.940255493
66	0.683858644	0.939362563
67	0.680993314	0.938470481
68	0.679083095	0.937580935
69	0.676217765	0.936693075
70	0.675262655	0.935805214
71	0.674307545	0.934917353
72	0.671442216	0.934036187
73	0.670487106	0.933155851
74	0.668576886	0.932274684
75	0.667621777	0.931392684
76	0.664756447	0.930511517
77	0.661891117	0.929632017
78	0.658070678	0.928753348
79	0.658070678	0.927880459
80	0.652340019	0.927005925
81	0.64851958	0.926134679
82	0.64469914	0.925263433
83	0.642788921	0.924391366
84	0.641833811	0.923516823
85	0.639923591	0.922640621
86	0.637058262	0.921767735
87	0.631327603	0.920893193
88	0.630372493	0.920016986
89	0.631327603	0.919144105
90	0.629417383	0.918268729
91	0.622731614	0.917396679
92	0.618911175	0.916526284
93	0.615090735	0.915656714
94	0.614135626	0.914790436
95	0.613180516	0.913925794
96	0.609360076	0.9130636
97	0.608404967	0.912202219
98	0.609360076	0.911340024
99	0.607449857	0.910474554
100	0.605539637	0.909613992
101	0.598853868	0.908756675
102	0.595988539	0.907900165
103	0.591212989	0.907044463
104	0.58548233	0.906190372
105	0.58643744	0.905336281
106	0.58548233	0.904483799
107	0.583572111	0.903629706
108	0.581661891	0.902771559
109	0.581661891	0.901916661
110	0.578796562	0.901060953
111	0.577841452	0.900209288
112	0.577841452	0.899356818
113	0.576886342	0.898503538
114	0.576886342	0.897651068
115	0.574976122	0.896800214
116	0.569245463	0.895948551
117	0.566380134	0.895099311
118	0.565425024	0.894250071
119	0.564469914	0.89340083
120	0.563514804	0.89255159
121	0.562559694	0.89170235
122	0.561604585	0.890851489
123	0.561604585	0.89000225
124	0.560649475	0.8891522
125	0.557784145	0.888304581
126	0.558739255	0.887454529
127	0.557784145	0.886606912
128	0.557784145	0.88576172
129	0.556829035	0.884914911
130	0.555873926	0.884071332
131	0.552053486	0.883227752
132	0.550143266	0.882384978
133	0.547277937	0.881544611
134	0.547277937	0.880705045
135	0.549188157	0.879865479
136	0.547277937	0.879024307
137	0.547277937	0.87818394
138	0.544412607	0.877341153
139	0.542502388	0.876500788
140	0.542502388	0.875661227
141	0.541547278	0.874822472
142	0.539637058	0.873985321
143	0.537726839	0.873151365
144	0.536771729	0.872316613
145	0.535816619	0.871483454
146	0.53104107	0.870651092
147	0.52913085	0.869822689
148	0.525310411	0.868996647
149	0.525310411	0.868173734
150	0.522445081	0.867351599
151	0.519579752	0.866530244
152	0.518624642	0.865710442
153	0.516714422	0.864887523
154	0.516714422	0.864065387
155	0.511938873	0.863244032
156	0.506208214	0.862424237
157	0.505253104	0.861609861
158	0.501432665	0.860793943
159	0.495702006	0.859978024
160	0.497612225	0.859165191
161	0.495702006	0.858356184
162	0.493791786	0.857546414
163	0.489971347	0.856734343
164	0.486150907	0.855926103
165	0.482330468	0.855120147
166	0.479465138	0.854315706
167	0.477554919	0.853512023
168	0.476599809	0.852710603
169	0.477554919	0.851909936
170	0.477554919	0.851110771
171	0.479465138	0.850307078
172	0.476599809	0.849503385
